Date,Open,High,Low,Close
1981-01-01,9.0000000000,9.0000000000,9.0000000000,9.0000000000
1981-02-01,9.8000000000,9.8000000000,9.8000000000,9.8000000000
1981-03-01,10.2000000000,10.2000000000,10.2000000000,10.2000000000
1981-04-01,10.0000000000,10.0000000000,10.0000000000,10.0000000000
1981-05-01,10.5000000000,10.5000000000,10.5000000000,10.5000000000
1981-06-01,10.5000000000,10.5000000000,10.5000000000,10.5000000000
1981-07-01,10.5000000000,10.5000000000,10.5000000000,10.5000000000
1981-08-01,10.7000000000,10.7000000000,10.7000000000,10.7000000000
1981-09-01,10.6000000000,10.6000000000,10.6000000000,10.6000000000
1981-10-01,10.2000000000,10.2000000000,10.2000000000,10.2000000000
1981-11-01,9.9000000000,9.9000000000,9.9000000000,9.9000000000
1981-12-01,9.7000000000,9.7000000000,9.7000000000,9.7000000000
1982-01-01,9.8000000000,9.8000000000,9.8000000000,9.8000000000
1982-02-01,9.7000000000,9.7000000000,9.7000000000,9.7000000000
1982-03-01,9.4000000000,9.4000000000,9.4000000000,9.4000000000
1982-04-01,8.9000000000,8.9000000000,8.9000000000,8.9000000000
1982-05-01,8.7000000000,8.7000000000,8.7000000000,8.7000000000
1982-06-01,9.1000000000,9.1000000000,9.1000000000,9.1000000000
1982-07-01,9.3000000000,9.3000000000,9.3000000000,9.3000000000
1982-08-01,9.0000000000,9.0000000000,9.0000000000,9.0000000000
1982-09-01,8.6000000000,8.6000000000,8.6000000000,8.6000000000
1982-10-01,8.3000000000,8.3000000000,8.3000000000,8.3000000000
1982-11-01,8.2000000000,8.2000000000,8.2000000000,8.2000000000
1982-12-01,7.9000000000,7.9000000000,7.9000000000,7.9000000000
1983-01-01,7.8000000000,7.8000000000,7.8000000000,7.8000000000
1983-02-01,7.8000000000,7.8000000000,7.8000000000,7.8000000000
1983-03-01,7.6000000000,7.6000000000,7.6000000000,7.6000000000
1983-04-01,7.7000000000,7.7000000000,7.7000000000,7.7000000000
1983-05-01,7.8000000000,7.8000000000,7.8000000000,7.8000000000
1983-06-01,8.2000000000,8.2000000000,8.2000000000,8.2000000000
1983-07-01,8.2000000000,8.2000000000,8.2000000000,8.2000000000
1983-08-01,8.4000000000,8.4000000000,8.4000000000,8.4000000000
1983-09-01,8.5000000000,8.5000000000,8.5000000000,8.5000000000
1983-10-01,8.3000000000,8.3000000000,8.3000000000,8.3000000000
1983-11-01,8.3000000000,8.3000000000,8.3000000000,8.3000000000
1983-12-01,8.4000000000,8.4000000000,8.4000000000,8.4000000000
1984-01-01,8.4000000000,8.4000000000,8.4000000000,8.4000000000
1984-02-01,8.2000000000,8.2000000000,8.2000000000,8.2000000000
1984-03-01,8.1000000000,8.1000000000,8.1000000000,8.1000000000
1984-04-01,8.1000000000,8.1000000000,8.1000000000,8.1000000000
1984-05-01,8.2000000000,8.2000000000,8.2000000000,8.2000000000
1984-06-01,8.2000000000,8.2000000000,8.2000000000,8.2000000000
1984-07-01,8.2000000000,8.2000000000,8.2000000000,8.2000000000
1984-08-01,8.1000000000,8.1000000000,8.1000000000,8.1000000000
1984-09-01,7.8000000000,7.8000000000,7.8000000000,7.8000000000
1984-10-01,7.6000000000,7.6000000000,7.6000000000,7.6000000000
1984-11-01,7.4000000000,7.4000000000,7.4000000000,7.4000000000
1984-12-01,7.2000000000,7.2000000000,7.2000000000,7.2000000000
1985-01-01,7.3000000000,7.3000000000,7.3000000000,7.3000000000
1985-02-01,7.6000000000,7.6000000000,7.6000000000,7.6000000000
1985-03-01,7.7000000000,7.7000000000,7.7000000000,7.7000000000
1985-04-01,7.4000000000,7.4000000000,7.4000000000,7.4000000000
1985-05-01,7.2000000000,7.2000000000,7.2000000000,7.2000000000
1985-06-01,7.1000000000,7.1000000000,7.1000000000,7.1000000000
1985-07-01,6.9000000000,6.9000000000,6.9000000000,6.9000000000
1985-08-01,6.7000000000,6.7000000000,6.7000000000,6.7000000000
1985-09-01,6.5000000000,6.5000000000,6.5000000000,6.5000000000
1985-10-01,6.7000000000,6.7000000000,6.7000000000,6.7000000000
1985-11-01,6.8000000000,6.8000000000,6.8000000000,6.8000000000
1985-12-01,6.6000000000,6.6000000000,6.6000000000,6.6000000000
1986-01-01,6.5000000000,6.5000000000,6.5000000000,6.5000000000
1986-02-01,6.4000000000,6.4000000000,6.4000000000,6.4000000000
1986-03-01,6.1000000000,6.1000000000,6.1000000000,6.1000000000
1986-04-01,5.7000000000,5.7000000000,5.7000000000,5.7000000000
1986-05-01,6.1000000000,6.1000000000,6.1000000000,6.1000000000
1986-06-01,6.2000000000,6.2000000000,6.2000000000,6.2000000000
1986-07-01,6.1000000000,6.1000000000,6.1000000000,6.1000000000
1986-08-01,5.9000000000,5.9000000000,5.9000000000,5.9000000000
1986-09-01,6.0000000000,6.0000000000,6.0000000000,6.0000000000
1986-10-01,6.3000000000,6.3000000000,6.3000000000,6.3000000000
1986-11-01,6.4000000000,6.4000000000,6.4000000000,6.4000000000
1986-12-01,6.2000000000,6.2000000000,6.2000000000,6.2000000000
1987-01-01,6.1000000000,6.1000000000,6.1000000000,6.1000000000
1987-02-01,6.1000000000,6.1000000000,6.1000000000,6.1000000000
1987-03-01,6.0000000000,6.0000000000,6.0000000000,6.0000000000
1987-04-01,5.8000000000,5.8000000000,5.8000000000,5.8000000000
1987-05-01,5.7000000000,5.7000000000,5.7000000000,5.7000000000
1987-06-01,6.0000000000,6.0000000000,6.0000000000,6.0000000000
1987-07-01,6.3000000000,6.3000000000,6.3000000000,6.3000000000
1987-08-01,6.5000000000,6.5000000000,6.5000000000,6.5000000000
1987-09-01,6.7000000000,6.7000000000,6.7000000000,6.7000000000
1987-10-01,6.9000000000,6.9000000000,6.9000000000,6.9000000000
1987-11-01,6.4000000000,6.4000000000,6.4000000000,6.4000000000
1987-12-01,6.5000000000,6.5000000000,6.5000000000,6.5000000000
1988-01-01,6.5000000000,6.5000000000,6.5000000000,6.5000000000
1988-02-01,6.3000000000,6.3000000000,6.3000000000,6.3000000000
1988-03-01,6.2000000000,6.2000000000,6.2000000000,6.2000000000
1988-04-01,6.3000000000,6.3000000000,6.3000000000,6.3000000000
1988-05-01,6.6000000000,6.6000000000,6.6000000000,6.6000000000
1988-06-01,6.6000000000,6.6000000000,6.6000000000,6.6000000000
1988-07-01,6.7000000000,6.7000000000,6.7000000000,6.7000000000
1988-08-01,6.8000000000,6.8000000000,6.8000000000,6.8000000000
1988-09-01,6.6000000000,6.6000000000,6.6000000000,6.6000000000
1988-10-01,6.4000000000,6.4000000000,6.4000000000,6.4000000000
1988-11-01,6.4000000000,6.4000000000,6.4000000000,6.4000000000
1988-12-01,6.5000000000,6.5000000000,6.5000000000,6.5000000000
1989-01-01,6.7000000000,6.7000000000,6.7000000000,6.7000000000
1989-02-01,6.9000000000,6.9000000000,6.9000000000,6.9000000000
1989-03-01,7.0000000000,7.0000000000,7.0000000000,7.0000000000
1989-04-01,6.9000000000,6.9000000000,6.9000000000,6.9000000000
1989-05-01,7.1000000000,7.1000000000,7.1000000000,7.1000000000
