Date,Open,High,Low,Close
1955-01-01,2.700,2.700,2.700,2.700
1955-02-01,2.750,2.750,2.750,2.750
1955-03-01,2.840,2.840,2.840,2.840
1955-04-01,2.850,2.850,2.850,2.850
1955-05-01,2.990,2.990,2.990,2.990
1955-06-01,3.060,3.060,3.060,3.060
1955-07-01,3.040,3.040,3.040,3.040
1955-08-01,3.080,3.080,3.080,3.080
1955-09-01,3.200,3.200,3.200,3.200
1955-10-01,3.170,3.170,3.170,3.170
1955-11-01,3.070,3.070,3.070,3.070
1955-12-01,3.040,3.040,3.040,3.040
1956-01-01,2.940,2.940,2.940,2.940
1956-02-01,2.910,2.910,2.910,2.910
1956-03-01,2.970,2.970,2.970,2.970
1956-04-01,3.060,3.060,3.060,3.060
1956-05-01,3.140,3.140,3.140,3.140
1956-06-01,3.180,3.180,3.180,3.180
1956-07-01,3.180,3.180,3.180,3.180
1956-08-01,3.240,3.240,3.240,3.240
1956-09-01,3.210,3.210,3.210,3.210
1956-10-01,3.220,3.220,3.220,3.220
1956-11-01,3.230,3.230,3.230,3.230
1956-12-01,3.220,3.220,3.220,3.220
1957-01-01,3.220,3.220,3.220,3.220
1957-02-01,3.160,3.160,3.160,3.160
1957-03-01,3.590,3.590,3.590,3.590
1957-04-01,3.550,3.550,3.550,3.550
1957-05-01,3.800,3.800,3.800,3.800
1957-06-01,3.770,3.770,3.770,3.770
1957-07-01,3.790,3.790,3.790,3.790
1957-08-01,3.870,3.870,3.870,3.870
1957-09-01,3.930,3.930,3.930,3.930
1957-10-01,3.920,3.920,3.920,3.920
1957-11-01,3.800,3.800,3.800,3.800
1957-12-01,3.610,3.610,3.610,3.610
1958-01-01,3.490,3.490,3.490,3.490
1958-02-01,3.410,3.410,3.410,3.410
1958-03-01,3.340,3.340,3.340,3.340
1958-04-01,3.240,3.240,3.240,3.240
1958-05-01,3.200,3.200,3.200,3.200
1958-06-01,3.030,3.030,3.030,3.030
1958-07-01,3.040,3.040,3.040,3.040
1958-08-01,3.040,3.040,3.040,3.040
1958-09-01,3.020,3.020,3.020,3.020
1958-10-01,3.000,3.000,3.000,3.000
1958-11-01,3.030,3.030,3.030,3.030
1958-12-01,3.000,3.000,3.000,3.000
1959-01-01,2.980,2.980,2.980,2.980
1959-02-01,2.910,2.910,2.910,2.910
1959-03-01,2.850,2.850,2.850,2.850
1959-04-01,2.830,2.830,2.830,2.830
1959-05-01,3.140,3.140,3.140,3.140
1959-06-01,3.220,3.220,3.220,3.220
1959-07-01,3.140,3.140,3.140,3.140
1959-08-01,3.060,3.060,3.060,3.060
1959-09-01,3.160,3.160,3.160,3.160
1959-10-01,3.170,3.170,3.170,3.170
1959-11-01,3.170,3.170,3.170,3.170
1959-12-01,3.290,3.290,3.290,3.290
1960-01-01,3.320,3.320,3.320,3.320
1960-02-01,3.300,3.300,3.300,3.300
1960-03-01,3.220,3.220,3.220,3.220
1960-04-01,3.130,3.130,3.130,3.130
1960-05-01,3.070,3.070,3.070,3.070
1960-06-01,3.040,3.040,3.040,3.040
1960-07-01,2.970,2.970,2.970,2.970
1960-08-01,2.940,2.940,2.940,2.940
1960-09-01,3.010,3.010,3.010,3.010
1960-10-01,3.050,3.050,3.050,3.050
1960-11-01,3.040,3.040,3.040,3.040
1960-12-01,3.020,3.020,3.020,3.020
1961-01-01,2.960,2.960,2.960,2.960
1961-02-01,2.860,2.860,2.860,2.860
1961-03-01,2.840,2.840,2.840,2.840
1961-04-01,2.820,2.820,2.820,2.820
1961-05-01,2.860,2.860,2.860,2.860
1961-06-01,2.970,2.970,2.970,2.970
1961-07-01,3.130,3.130,3.130,3.130
1961-08-01,3.100,3.100,3.100,3.100
1961-09-01,2.970,2.970,2.970,2.970
1961-10-01,2.970,2.970,2.970,2.970
1961-11-01,3.010,3.010,3.010,3.010
1961-12-01,2.980,2.980,2.980,2.980
1962-01-01,2.960,2.960,2.960,2.960
1962-02-01,2.990,2.990,2.990,2.990
1962-03-01,3.100,3.100,3.100,3.100
1962-04-01,3.250,3.250,3.250,3.250
1962-05-01,3.140,3.140,3.140,3.140
1962-06-01,3.260,3.260,3.260,3.260
1962-07-01,3.190,3.190,3.190,3.190
1962-08-01,3.140,3.140,3.140,3.140
1962-09-01,3.110,3.110,3.110,3.110
1962-10-01,3.120,3.120,3.120,3.120
1962-11-01,3.110,3.110,3.110,3.110
1962-12-01,3.120,3.120,3.120,3.120
1963-01-01,3.140,3.140,3.140,3.140
1963-02-01,3.130,3.130,3.130,3.130
1963-03-01,3.100,3.100,3.100,3.100
1963-04-01,3.100,3.100,3.100,3.100
1963-05-01,3.140,3.140,3.140,3.140
1963-06-01,3.150,3.150,3.150,3.150
1963-07-01,3.220,3.220,3.220,3.220
1963-08-01,3.250,3.250,3.250,3.250
1963-09-01,3.330,3.330,3.330,3.330
1963-10-01,3.440,3.440,3.440,3.440
1963-11-01,3.420,3.420,3.420,3.420
1963-12-01,3.540,3.540,3.540,3.540
1964-01-01,3.640,3.640,3.640,3.640
1964-02-01,3.800,3.800,3.800,3.800
1964-03-01,3.890,3.890,3.890,3.890
1964-04-01,3.880,3.880,3.880,3.880
1964-05-01,4.020,4.020,4.020,4.020
1964-06-01,4.050,4.050,4.050,4.050
1964-07-01,4.040,4.040,4.040,4.040
1964-08-01,4.050,4.050,4.050,4.050
1964-09-01,4.050,4.050,4.050,4.050
1964-10-01,4.080,4.080,4.080,4.080
1964-11-01,4.080,4.080,4.080,4.080
1964-12-01,4.070,4.070,4.070,4.070
1965-01-01,4.040,4.040,4.040,4.040
1965-02-01,3.940,3.940,3.940,3.940
1965-03-01,3.910,3.910,3.910,3.910
1965-04-01,3.920,3.920,3.920,3.920
1965-05-01,3.920,3.920,3.920,3.920
1965-06-01,3.920,3.920,3.920,3.920
1965-07-01,3.920,3.920,3.920,3.920
1965-08-01,3.920,3.920,3.920,3.920
1965-09-01,3.940,3.940,3.940,3.940
1965-10-01,3.960,3.960,3.960,3.960
1965-11-01,3.980,3.980,3.980,3.980
1965-12-01,3.980,3.980,3.980,3.980
1966-01-01,3.980,3.980,3.980,3.980
1966-02-01,3.980,3.980,3.980,3.980
1966-03-01,3.980,3.980,3.980,3.980
1966-04-01,4.010,4.010,4.010,4.010
1966-05-01,4.020,4.020,4.020,4.020
1966-06-01,4.040,4.040,4.040,4.040
1966-07-01,4.160,4.160,4.160,4.160
1966-08-01,4.240,4.240,4.240,4.240
1966-09-01,4.270,4.270,4.270,4.270
1966-10-01,4.360,4.360,4.360,4.360
1966-11-01,4.400,4.400,4.400,4.400
1966-12-01,4.530,4.530,4.530,4.530
1967-01-01,4.740,4.740,4.740,4.740
1967-02-01,4.740,4.740,4.740,4.740
1967-03-01,4.720,4.720,4.720,4.720
1967-04-01,4.690,4.690,4.690,4.690
1967-05-01,4.680,4.680,4.680,4.680
1967-06-01,4.750,4.750,4.750,4.750
1967-07-01,4.600,4.600,4.600,4.600
1967-08-01,4.480,4.480,4.480,4.480
1967-09-01,4.320,4.320,4.320,4.320
1967-10-01,4.450,4.450,4.450,4.450
1967-11-01,4.520,4.520,4.520,4.520
1967-12-01,4.550,4.550,4.550,4.550
1968-01-01,4.590,4.590,4.590,4.590
1968-02-01,4.390,4.390,4.390,4.390
1968-03-01,4.350,4.350,4.350,4.350
1968-04-01,4.370,4.370,4.370,4.370
1968-05-01,4.350,4.350,4.350,4.350
1968-06-01,4.340,4.340,4.340,4.340
1968-07-01,4.350,4.350,4.350,4.350
1968-08-01,4.350,4.350,4.350,4.350
1968-09-01,4.340,4.340,4.340,4.340
1968-10-01,4.380,4.380,4.380,4.380
1968-11-01,4.330,4.330,4.330,4.330
1968-12-01,4.330,4.330,4.330,4.330
1969-01-01,4.380,4.380,4.380,4.380
1969-02-01,4.400,4.400,4.400,4.400
1969-03-01,4.600,4.600,4.600,4.600
1969-04-01,4.670,4.670,4.670,4.670
1969-05-01,4.580,4.580,4.580,4.580
1969-06-01,4.690,4.690,4.690,4.690
1969-07-01,5.000,5.000,5.000,5.000
1969-08-01,5.200,5.200,5.200,5.200
1969-09-01,5.370,5.370,5.370,5.370
1969-10-01,5.230,5.230,5.230,5.230
1969-11-01,5.340,5.340,5.340,5.340
1969-12-01,5.340,5.340,5.340,5.340
1970-01-01,5.330,5.330,5.330,5.330
1970-02-01,5.550,5.550,5.550,5.550
1970-03-01,5.660,5.660,5.660,5.660
1970-04-01,5.880,5.880,5.880,5.880
1970-05-01,5.860,5.860,5.860,5.860
1970-06-01,5.870,5.870,5.870,5.870
1970-07-01,5.810,5.810,5.810,5.810
1970-08-01,5.760,5.760,5.760,5.760
1970-09-01,5.740,5.740,5.740,5.740
1970-10-01,5.750,5.750,5.750,5.750
1970-11-01,5.680,5.680,5.680,5.680
1970-12-01,5.700,5.700,5.700,5.700
1971-01-01,5.580,5.580,5.580,5.580
1971-02-01,5.520,5.520,5.520,5.520
1971-03-01,5.440,5.440,5.440,5.440
1971-04-01,5.270,5.270,5.270,5.270
1971-05-01,5.320,5.320,5.320,5.320
1971-06-01,5.380,5.380,5.380,5.380
1971-07-01,5.450,5.450,5.450,5.450
1971-08-01,5.310,5.310,5.310,5.310
1971-09-01,5.100,5.100,5.100,5.100
1971-10-01,4.970,4.970,4.970,4.970
1971-11-01,4.860,4.860,4.860,4.860
1971-12-01,4.990,4.990,4.990,4.990
1972-01-01,4.760,4.760,4.760,4.760
1972-02-01,4.600,4.600,4.600,4.600
1972-03-01,4.770,4.770,4.770,4.770
1972-04-01,4.940,4.940,4.940,4.940
1972-05-01,4.930,4.930,4.930,4.930
1972-06-01,5.060,5.060,5.060,5.060
1972-07-01,4.950,4.950,4.950,4.950
1972-08-01,4.930,4.930,4.930,4.930
1972-09-01,4.980,4.980,4.980,4.980
1972-10-01,5.080,5.080,5.080,5.080
1972-11-01,5.290,5.290,5.290,5.290
1972-12-01,5.270,5.270,5.270,5.270
1973-01-01,5.360,5.360,5.360,5.360
1973-02-01,5.320,5.320,5.320,5.320
1973-03-01,5.290,5.290,5.290,5.290
1973-04-01,5.420,5.420,5.420,5.420
1973-05-01,5.370,5.370,5.370,5.370
1973-06-01,5.360,5.360,5.360,5.360
1973-07-01,5.360,5.360,5.360,5.360
1973-08-01,5.650,5.650,5.650,5.650
1973-09-01,5.790,5.790,5.790,5.790
1973-10-01,5.770,5.770,5.770,5.770
1973-11-01,6.130,6.130,6.130,6.130
1973-12-01,6.310,6.310,6.310,6.310
1974-01-01,6.380,6.380,6.380,6.380
1974-02-01,6.590,6.590,6.590,6.590
1974-03-01,7.090,7.090,7.090,7.090
1974-04-01,7.230,7.230,7.230,7.230
1974-05-01,7.300,7.300,7.300,7.300
1974-06-01,7.280,7.280,7.280,7.280
1974-07-01,7.230,7.230,7.230,7.230
1974-08-01,7.360,7.360,7.360,7.360
1974-09-01,7.410,7.410,7.410,7.410
1974-10-01,7.320,7.320,7.320,7.320
1974-11-01,7.190,7.190,7.190,7.190
1974-12-01,7.170,7.170,7.170,7.170
1975-01-01,6.830,6.830,6.830,6.830
1975-02-01,6.660,6.660,6.660,6.660
1975-03-01,6.790,6.790,6.790,6.790
1975-04-01,6.870,6.870,6.870,6.870
1975-05-01,6.760,6.760,6.760,6.760
1975-06-01,6.510,6.510,6.510,6.510
1975-07-01,6.450,6.450,6.450,6.450
1975-08-01,6.180,6.180,6.180,6.180
1975-09-01,6.210,6.210,6.210,6.210
1975-10-01,6.080,6.080,6.080,6.080
1975-11-01,5.960,5.960,5.960,5.960
1975-12-01,5.930,5.930,5.930,5.930
1976-01-01,5.400,5.400,5.400,5.400
1976-02-01,5.290,5.290,5.290,5.290
1976-03-01,5.140,5.140,5.140,5.140
1976-04-01,5.190,5.190,5.190,5.190
1976-05-01,5.210,5.210,5.210,5.210
1976-06-01,5.120,5.120,5.120,5.120
1976-07-01,5.090,5.090,5.090,5.090
1976-08-01,4.990,4.990,4.990,4.990
1976-09-01,4.890,4.890,4.890,4.890
1976-10-01,4.600,4.600,4.600,4.600
1976-11-01,4.410,4.410,4.410,4.410
1976-12-01,4.460,4.460,4.460,4.460
1977-01-01,4.050,4.050,4.050,4.050
1977-02-01,3.970,3.970,3.970,3.970
1977-03-01,3.950,3.950,3.950,3.950
1977-04-01,3.930,3.930,3.930,3.930
1977-05-01,4.440,4.440,4.440,4.440
1977-06-01,4.490,4.490,4.490,4.490
1977-07-01,4.220,4.220,4.220,4.220
1977-08-01,4.080,4.080,4.080,4.080
1977-09-01,3.940,3.940,3.940,3.940
1977-10-01,3.850,3.850,3.850,3.850
1977-11-01,3.840,3.840,3.840,3.840
1977-12-01,3.780,3.780,3.780,3.780
1978-01-01,3.650,3.650,3.650,3.650
1978-02-01,3.450,3.450,3.450,3.450
1978-03-01,3.490,3.490,3.490,3.490
1978-04-01,3.400,3.400,3.400,3.400
1978-05-01,3.480,3.480,3.480,3.480
1978-06-01,3.390,3.390,3.390,3.390
1978-07-01,3.370,3.370,3.370,3.370
1978-08-01,3.310,3.310,3.310,3.310
1978-09-01,3.250,3.250,3.250,3.250
1978-10-01,3.070,3.070,3.070,3.070
1978-11-01,3.030,3.030,3.030,3.030
1978-12-01,3.030,3.030,3.030,3.030
1979-01-01,3.110,3.110,3.110,3.110
1979-02-01,3.080,3.080,3.080,3.080
1979-03-01,3.220,3.220,3.220,3.220
1979-04-01,3.210,3.210,3.210,3.210
1979-05-01,3.180,3.180,3.180,3.180
1979-06-01,3.450,3.450,3.450,3.450
1979-07-01,3.490,3.490,3.490,3.490
1979-08-01,3.510,3.510,3.510,3.510
1979-09-01,3.500,3.500,3.500,3.500
1979-10-01,3.600,3.600,3.600,3.600
1979-11-01,4.040,4.040,4.040,4.040
1979-12-01,4.040,4.040,4.040,4.040
1980-01-01,4.480,4.480,4.480,4.480
1980-02-01,4.720,4.720,4.720,4.720
1980-03-01,5.100,5.100,5.100,5.100
1980-04-01,4.970,4.970,4.970,4.970
1980-05-01,4.820,4.820,4.820,4.820
1980-06-01,4.720,4.720,4.720,4.720
1980-07-01,4.600,4.600,4.600,4.600
1980-08-01,4.870,4.870,4.870,4.870
1980-09-01,4.870,4.870,4.870,4.870
1980-10-01,4.690,4.690,4.690,4.690
1980-11-01,4.680,4.680,4.680,4.680
1980-12-01,4.630,4.630,4.630,4.630
1981-01-01,4.790,4.790,4.790,4.790
1981-02-01,5.200,5.200,5.200,5.200
1981-03-01,5.470,5.470,5.470,5.470
1981-04-01,5.480,5.480,5.480,5.480
1981-05-01,5.850,5.850,5.850,5.850
1981-06-01,5.620,5.620,5.620,5.620
1981-07-01,5.510,5.510,5.510,5.510
1981-08-01,5.840,5.840,5.840,5.840
1981-09-01,6.130,6.130,6.130,6.130
1981-10-01,5.990,5.990,5.990,5.990
1981-11-01,5.570,5.570,5.570,5.570
1981-12-01,5.390,5.390,5.390,5.390
1982-01-01,5.350,5.350,5.350,5.350
1982-02-01,5.490,5.490,5.490,5.490
1982-03-01,4.960,4.960,4.960,4.960
1982-04-01,4.840,4.840,4.840,4.840
1982-05-01,4.770,4.770,4.770,4.770
1982-06-01,5.050,5.050,5.050,5.050
1982-07-01,4.730,4.730,4.730,4.730
1982-08-01,4.350,4.350,4.350,4.350
1982-09-01,4.080,4.080,4.080,4.080
1982-10-01,3.900,3.900,3.900,3.900
1982-11-01,3.870,3.870,3.870,3.870
1982-12-01,3.790,3.790,3.790,3.790
1983-01-01,3.860,3.860,3.860,3.860
1983-02-01,3.860,3.860,3.860,3.860
1983-03-01,4.140,4.140,4.140,4.140
1983-04-01,4.060,4.060,4.060,4.060
1983-05-01,4.180,4.180,4.180,4.180
1983-06-01,4.280,4.280,4.280,4.280
1983-07-01,4.200,4.200,4.200,4.200
1983-08-01,4.450,4.450,4.450,4.450
1983-09-01,4.390,4.390,4.390,4.390
1983-10-01,4.260,4.260,4.260,4.260
1983-11-01,4.250,4.250,4.250,4.250
1983-12-01,4.160,4.160,4.160,4.160
1984-01-01,4.310,4.310,4.310,4.310
1984-02-01,4.390,4.390,4.390,4.390
1984-03-01,4.377,4.377,4.377,4.377
1984-04-01,4.471,4.471,4.471,4.471
1984-05-01,4.635,4.635,4.635,4.635
1984-06-01,4.529,4.529,4.529,4.529
1984-07-01,4.660,4.660,4.660,4.660
1984-08-01,4.618,4.618,4.618,4.618
1984-09-01,4.680,4.680,4.680,4.680
1984-10-01,4.740,4.740,4.740,4.740
1984-11-01,4.622,4.622,4.622,4.622
1984-12-01,4.603,4.603,4.603,4.603
1985-01-01,4.706,4.706,4.706,4.706
1985-02-01,4.930,4.930,4.930,4.930
1985-03-01,4.866,4.866,4.866,4.866
1985-04-01,4.761,4.761,4.761,4.761
1985-05-01,4.737,4.737,4.737,4.737
1985-06-01,4.776,4.776,4.776,4.776
1985-07-01,4.779,4.779,4.779,4.779
1985-08-01,4.686,4.686,4.686,4.686
1985-09-01,4.650,4.650,4.650,4.650
1985-10-01,4.575,4.575,4.575,4.575
1985-11-01,4.514,4.514,4.514,4.514
1985-12-01,4.421,4.421,4.421,4.421
1986-01-01,4.414,4.414,4.414,4.414
1986-02-01,4.258,4.258,4.258,4.258
1986-03-01,4.173,4.173,4.173,4.173
1986-04-01,4.261,4.261,4.261,4.261
1986-05-01,4.396,4.396,4.396,4.396
1986-06-01,4.426,4.426,4.426,4.426
1986-07-01,4.317,4.317,4.317,4.317
1986-08-01,4.117,4.117,4.117,4.117
1986-09-01,4.180,4.180,4.180,4.180
1986-10-01,4.078,4.078,4.078,4.078
1986-11-01,4.088,4.088,4.088,4.088
1986-12-01,4.051,4.051,4.051,4.051
1987-01-01,3.930,3.930,3.930,3.930
1987-02-01,4.006,4.006,4.006,4.006
1987-03-01,4.037,4.037,4.037,4.037
1987-04-01,4.035,4.035,4.035,4.035
1987-05-01,4.069,4.069,4.069,4.069
1987-06-01,4.015,4.015,4.015,4.015
1987-07-01,3.981,3.981,3.981,3.981
1987-08-01,4.059,4.059,4.059,4.059
1987-09-01,4.328,4.328,4.328,4.328
1987-10-01,4.121,4.121,4.121,4.121
