Date,Open,High,Low,Close
1964-02-01,5.4500,5.4500,5.4500,5.4500
1964-03-01,5.4600,5.4600,5.4600,5.4600
1964-04-01,5.4900,5.4900,5.4900,5.4900
1964-05-01,5.5500,5.5500,5.5500,5.5500
1964-06-01,5.6400,5.6400,5.6400,5.6400
1964-07-01,5.7600,5.7600,5.7600,5.7600
1964-08-01,5.7500,5.7500,5.7500,5.7500
1964-09-01,5.7700,5.7700,5.7700,5.7700
1964-10-01,5.8400,5.8400,5.8400,5.8400
1964-11-01,6.0700,6.0700,6.0700,6.0700
1964-12-01,6.3800,6.3800,6.3800,6.3800
1965-01-01,6.3500,6.3500,6.3500,6.3500
1965-02-01,6.3600,6.3600,6.3600,6.3600
1965-03-01,6.5200,6.5200,6.5200,6.5200
1965-04-01,6.6000,6.6000,6.6000,6.6000
1965-05-01,6.6900,6.6900,6.6900,6.6900
1965-06-01,6.7300,6.7300,6.7300,6.7300
1965-07-01,6.7900,6.7900,6.7900,6.7900
1965-08-01,6.6800,6.6800,6.6800,6.6800
1965-09-01,6.4700,6.4700,6.4700,6.4700
1965-10-01,6.4300,6.4300,6.4300,6.4300
1965-11-01,6.4100,6.4100,6.4100,6.4100
1965-12-01,6.5900,6.5900,6.5900,6.5900
1966-01-01,6.4200,6.4200,6.4200,6.4200
1966-02-01,6.5500,6.5500,6.5500,6.5500
1966-03-01,6.7300,6.7300,6.7300,6.7300
1966-04-01,6.7000,6.7000,6.7000,6.7000
1966-05-01,6.7600,6.7600,6.7600,6.7600
1966-06-01,7.0000,7.0000,7.0000,7.0000
1966-07-01,7.3400,7.3400,7.3400,7.3400
1966-08-01,7.4900,7.4900,7.4900,7.4900
1966-09-01,7.0000,7.0000,7.0000,7.0000
1966-10-01,6.9200,6.9200,6.9200,6.9200
1966-11-01,6.8600,6.8600,6.8600,6.8600
1966-12-01,6.6300,6.6300,6.6300,6.6300
1967-01-01,6.5700,6.5700,6.5700,6.5700
1967-02-01,6.4000,6.4000,6.4000,6.4000
1967-03-01,6.4300,6.4300,6.4300,6.4300
1967-04-01,6.3700,6.3700,6.3700,6.3700
1967-05-01,6.4200,6.4200,6.4200,6.4200
1967-06-01,6.6400,6.6400,6.6400,6.6400
1967-07-01,6.8100,6.8100,6.8100,6.8100
1967-08-01,6.7100,6.7100,6.7100,6.7100
1967-09-01,6.7400,6.7400,6.7400,6.7400
1967-10-01,6.9000,6.9000,6.9000,6.9000
1967-11-01,7.1000,7.1000,7.1000,7.1000
1967-12-01,7.3100,7.3100,7.3100,7.3100
1968-01-01,7.3000,7.3000,7.3000,7.3000
1968-02-01,7.2700,7.2700,7.2700,7.2700
1968-03-01,7.3000,7.3000,7.3000,7.3000
1968-04-01,7.2700,7.2700,7.2700,7.2700
1968-05-01,7.3600,7.3600,7.3600,7.3600
1968-06-01,7.6100,7.6100,7.6100,7.6100
1968-07-01,7.6900,7.6900,7.6900,7.6900
1968-08-01,7.5500,7.5500,7.5500,7.5500
1968-09-01,7.5000,7.5000,7.5000,7.5000
1968-10-01,7.5200,7.5200,7.5200,7.5200
1968-11-01,7.7300,7.7300,7.7300,7.7300
1968-12-01,8.0100,8.0100,8.0100,8.0100
1969-01-01,8.2600,8.2600,8.2600,8.2600
1969-02-01,8.4000,8.4000,8.4000,8.4000
1969-03-01,8.6600,8.6600,8.6600,8.6600
1969-04-01,8.6500,8.6500,8.6500,8.6500
1969-05-01,8.9700,8.9700,8.9700,8.9700
1969-06-01,9.2900,9.2900,9.2900,9.2900
1969-07-01,8.9800,8.9800,8.9800,8.9800
1969-08-01,9.0200,9.0200,9.0200,9.0200
1969-09-01,9.0600,9.0600,9.0600,9.0600
1969-10-01,8.8400,8.8400,8.8400,8.8400
1969-11-01,8.9200,8.9200,8.9200,8.9200
1969-12-01,8.9100,8.9100,8.9100,8.9100
1970-01-01,8.8900,8.8900,8.8900,8.8900
1970-02-01,8.6800,8.6800,8.6800,8.6800
1970-03-01,8.5400,8.5400,8.5400,8.5400
1970-04-01,8.5500,8.5500,8.5500,8.5500
1970-05-01,8.8000,8.8000,8.8000,8.8000
1970-06-01,8.8500,8.8500,8.8500,8.8500
1970-07-01,8.5000,8.5000,8.5000,8.5000
1970-08-01,8.3300,8.3300,8.3300,8.3300
1970-09-01,8.4300,8.4300,8.4300,8.4300
1970-10-01,8.4200,8.4200,8.4200,8.4200
1970-11-01,8.6900,8.6900,8.6900,8.6900
1970-12-01,8.9300,8.9300,8.9300,8.9300
1971-01-01,8.8000,8.8000,8.8000,8.8000
1971-02-01,8.5900,8.5900,8.5900,8.5900
1971-03-01,8.3400,8.3400,8.3400,8.3400
1971-04-01,8.2100,8.2100,8.2100,8.2100
1971-05-01,8.0900,8.0900,8.0900,8.0900
1971-06-01,8.1400,8.1400,8.1400,8.1400
1971-07-01,7.7100,7.7100,7.7100,7.7100
1971-08-01,7.6900,7.6900,7.6900,7.6900
1971-09-01,7.4700,7.4700,7.4700,7.4700
1971-10-01,7.2400,7.2400,7.2400,7.2400
1971-11-01,7.0500,7.0500,7.0500,7.0500
1971-12-01,7.0900,7.0900,7.0900,7.0900
1972-01-01,7.0300,7.0300,7.0300,7.0300
1972-02-01,7.0500,7.0500,7.0500,7.0500
1972-03-01,7.3900,7.3900,7.3900,7.3900
1972-04-01,7.4400,7.4400,7.4400,7.4400
1972-05-01,7.8500,7.8500,7.8500,7.8500
1972-06-01,8.9500,8.9500,8.9500,8.9500
1972-07-01,8.9000,8.9000,8.9000,8.9000
1972-08-01,9.0500,9.0500,9.0500,9.0500
1972-09-01,9.2900,9.2900,9.2900,9.2900
1972-10-01,9.1000,9.1000,9.1000,9.1000
1972-11-01,9.0900,9.0900,9.0900,9.0900
1972-12-01,9.3600,9.3600,9.3600,9.3600
1973-01-01,9.1700,9.1700,9.1700,9.1700
1973-02-01,9.3300,9.3300,9.3300,9.3300
1973-03-01,9.7800,9.7800,9.7800,9.7800
1973-04-01,9.6600,9.6600,9.6600,9.6600
1973-05-01,9.7400,9.7400,9.7400,9.7400
1973-06-01,9.8800,9.8800,9.8800,9.8800
1973-07-01,10.4300,10.4300,10.4300,10.4300
1973-08-01,11.2200,11.2200,11.2200,11.2200
1973-09-01,11.4800,11.4800,11.4800,11.4800
1973-10-01,11.2900,11.2900,11.2900,11.2900
1973-11-01,12.0800,12.0800,12.0800,12.0800
1973-12-01,12.6400,12.6400,12.6400,12.6400
1974-01-01,13.0000,13.0000,13.0000,13.0000
1974-02-01,13.4600,13.4600,13.4600,13.4600
1974-03-01,13.5100,13.5100,13.5100,13.5100
1974-04-01,13.8200,13.8200,13.8200,13.8200
1974-05-01,13.3300,13.3300,13.3300,13.3300
1974-06-01,13.8100,13.8100,13.8100,13.8100
1974-07-01,14.1700,14.1700,14.1700,14.1700
1974-08-01,14.5200,14.5200,14.5200,14.5200
1974-09-01,14.1700,14.1700,14.1700,14.1700
1974-10-01,14.6100,14.6100,14.6100,14.6100
1974-11-01,15.7600,15.7600,15.7600,15.7600
1974-12-01,16.3200,16.3200,16.3200,16.3200
1975-01-01,15.0700,15.0700,15.0700,15.0700
1975-02-01,13.3300,13.3300,13.3300,13.3300
1975-03-01,12.2400,12.2400,12.2400,12.2400
1975-04-01,12.4200,12.4200,12.4200,12.4200
1975-05-01,13.1100,13.1100,13.1100,13.1100
1975-06-01,12.9900,12.9900,12.9900,12.9900
1975-07-01,12.7500,12.7500,12.7500,12.7500
1975-08-01,12.7700,12.7700,12.7700,12.7700
1975-09-01,12.7600,12.7600,12.7600,12.7600
1975-10-01,13.5100,13.5100,13.5100,13.5100
1975-11-01,13.6600,13.6600,13.6600,13.6600
1975-12-01,13.5700,13.5700,13.5700,13.5700
1976-01-01,12.6400,12.6400,12.6400,12.6400
1976-02-01,12.1300,12.1300,12.1300,12.1300
1976-03-01,12.5500,12.5500,12.5500,12.5500
1976-04-01,12.4700,12.4700,12.4700,12.4700
1976-05-01,12.3700,12.3700,12.3700,12.3700
1976-06-01,13.4500,13.4500,13.4500,13.4500
1976-07-01,13.5600,13.5600,13.5600,13.5600
1976-08-01,13.6700,13.6700,13.6700,13.6700
1976-09-01,14.1800,14.1800,14.1800,14.1800
1976-10-01,15.6700,15.6700,15.6700,15.6700
1976-11-01,15.4600,15.4600,15.4600,15.4600
1976-12-01,15.1700,15.1700,15.1700,15.1700
1977-01-01,14.0700,14.0700,14.0700,14.0700
1977-02-01,13.3400,13.3400,13.3400,13.3400
1977-03-01,12.4400,12.4400,12.4400,12.4400
1977-04-01,12.1800,12.1800,12.1800,12.1800
1977-05-01,11.8600,11.8600,11.8600,11.8600
1977-06-01,12.5200,12.5200,12.5200,12.5200
1977-07-01,12.8700,12.8700,12.8700,12.8700
1977-08-01,12.2900,12.2900,12.2900,12.2900
1977-09-01,11.0300,11.0300,11.0300,11.0300
1977-10-01,10.3100,10.3100,10.3100,10.3100
1977-11-01,10.7200,10.7200,10.7200,10.7200
1977-12-01,10.7000,10.7000,10.7000,10.7000
1978-01-01,10.6100,10.6100,10.6100,10.6100
1978-02-01,10.3900,10.3900,10.3900,10.3900
1978-03-01,11.2000,11.2000,11.2000,11.2000
1978-04-01,11.9100,11.9100,11.9100,11.9100
1978-05-01,12.2800,12.2800,12.2800,12.2800
1978-06-01,12.4800,12.4800,12.4800,12.4800
1978-07-01,12.3700,12.3700,12.3700,12.3700
1978-08-01,12.2300,12.2300,12.2300,12.2300
1978-09-01,12.3800,12.3800,12.3800,12.3800
1978-10-01,12.7200,12.7200,12.7200,12.7200
1978-11-01,13.0900,13.0900,13.0900,13.0900
1978-12-01,13.1200,13.1200,13.1200,13.1200
1979-01-01,13.5500,13.5500,13.5500,13.5500
1979-02-01,13.9900,13.9900,13.9900,13.9900
1979-03-01,12.0800,12.0800,12.0800,12.0800
1979-04-01,11.3900,11.3900,11.3900,11.3900
1979-05-01,11.7500,11.7500,11.7500,11.7500
1979-06-01,12.5600,12.5600,12.5600,12.5600
1979-07-01,12.3400,12.3400,12.3400,12.3400
1979-08-01,12.2600,12.2600,12.2600,12.2600
1979-09-01,12.5600,12.5600,12.5600,12.5600
1979-10-01,13.0900,13.0900,13.0900,13.0900
1979-11-01,14.7600,14.7600,14.7600,14.7600
1979-12-01,15.0200,15.0200,15.0200,15.0200
1980-01-01,14.4100,14.4100,14.4100,14.4100
1980-02-01,14.7400,14.7400,14.7400,14.7400
1980-03-01,14.9300,14.9300,14.9300,14.9300
1980-04-01,14.4200,14.4200,14.4200,14.4200
1980-05-01,14.1100,14.1100,14.1100,14.1100
1980-06-01,13.7800,13.7800,13.7800,13.7800
1980-07-01,13.0800,13.0800,13.0800,13.0800
1980-08-01,13.7000,13.7000,13.7000,13.7000
1980-09-01,13.4700,13.4700,13.4700,13.4700
1980-10-01,13.2000,13.2000,13.2000,13.2000
1980-11-01,13.3400,13.3400,13.3400,13.3400
1980-12-01,13.7800,13.7800,13.7800,13.7800
1981-01-01,13.9700,13.9700,13.9700,13.9700
1981-02-01,13.8400,13.8400,13.8400,13.8400
1981-03-01,13.6600,13.6600,13.6600,13.6600
1981-04-01,13.6600,13.6600,13.6600,13.6600
1981-05-01,14.4000,14.4000,14.4000,14.4000
1981-06-01,14.6900,14.6900,14.6900,14.6900
1981-07-01,15.2800,15.2800,15.2800,15.2800
1981-08-01,15.2300,15.2300,15.2300,15.2300
1981-09-01,15.8100,15.8100,15.8100,15.8100
1981-10-01,16.3400,16.3400,16.3400,16.3400
1981-11-01,15.7200,15.7200,15.7200,15.7200
1981-12-01,16.0000,16.0000,16.0000,16.0000
1982-01-01,15.9400,15.9400,15.9400,15.9400
1982-02-01,15.0900,15.0900,15.0900,15.0900
1982-03-01,14.0100,14.0100,14.0100,14.0100
1982-04-01,14.2000,14.2000,14.2000,14.2000
1982-05-01,13.8900,13.8900,13.8900,13.8900
1982-06-01,13.7500,13.7500,13.7500,13.7500
1982-07-01,13.3500,13.3500,13.3500,13.3500
1982-08-01,12.2100,12.2100,12.2100,12.2100
1982-09-01,11.5100,11.5100,11.5100,11.5100
1982-10-01,10.6900,10.6900,10.6900,10.6900
1982-11-01,10.8000,10.8000,10.8000,10.8000
1982-12-01,11.5800,11.5800,11.5800,11.5800
1983-01-01,11.8700,11.8700,11.8700,11.8700
1983-02-01,11.7900,11.7900,11.7900,11.7900
1983-03-01,11.3800,11.3800,11.3800,11.3800
1983-04-01,11.0600,11.0600,11.0600,11.0600
1983-05-01,11.1600,11.1600,11.1600,11.1600
1983-06-01,10.9900,10.9900,10.9900,10.9900
1983-07-01,11.5300,11.5300,11.5300,11.5300
1983-08-01,11.7200,11.7200,11.7200,11.7200
1983-09-01,11.2500,11.2500,11.2500,11.2500
1983-10-01,11.0200,11.0200,11.0200,11.0200
1983-11-01,10.6800,10.6800,10.6800,10.6800
1983-12-01,10.7700,10.7700,10.7700,10.7700
1984-01-01,10.7700,10.7700,10.7700,10.7700
1984-02-01,10.8700,10.8700,10.8700,10.8700
1984-03-01,10.6600,10.6600,10.6600,10.6600
1984-04-01,10.8500,10.8500,10.8500,10.8500
1984-05-01,11.3800,11.3800,11.3800,11.3800
1984-06-01,11.5900,11.5900,11.5900,11.5900
1984-07-01,12.0700,12.0700,12.0700,12.0700
1984-08-01,11.4100,11.4100,11.4100,11.4100
1984-09-01,11.2300,11.2300,11.2300,11.2300
1984-10-01,11.1000,11.1000,11.1000,11.1000
1984-11-01,10.7300,10.7300,10.7300,10.7300
1984-12-01,10.8700,10.8700,10.8700,10.8700
1985-01-01,11.3600,11.3600,11.3600,11.3600
1985-02-01,11.4900,11.4900,11.4900,11.4900
1985-03-01,11.3300,11.3300,11.3300,11.3300
1985-04-01,11.0700,11.0700,11.0700,11.0700
1985-05-01,11.2300,11.2300,11.2300,11.2300
1985-06-01,11.0300,11.0300,11.0300,11.0300
1985-07-01,10.7700,10.7700,10.7700,10.7700
1985-08-01,10.6900,10.6900,10.6900,10.6900
1985-09-01,10.6800,10.6800,10.6800,10.6800
1985-10-01,10.5200,10.5200,10.5200,10.5200
1985-11-01,10.6900,10.6900,10.6900,10.6900
1985-12-01,10.7800,10.7800,10.7800,10.7800
1986-01-01,11.1300,11.1300,11.1300,11.1300
1986-02-01,10.7300,10.7300,10.7300,10.7300
1986-03-01,9.6900,9.6900,9.6900,9.6900
1986-04-01,8.9400,8.9400,8.9400,8.9400
1986-05-01,9.1500,9.1500,9.1500,9.1500
1986-06-01,9.4500,9.4500,9.4500,9.4500
1986-07-01,9.6100,9.6100,9.6100,9.6100
1986-08-01,9.6600,9.6600,9.6600,9.6600
1986-09-01,10.2800,10.2800,10.2800,10.2800
1986-10-01,10.9200,10.9200,10.9200,10.9200
1986-11-01,11.0800,11.0800,11.0800,11.0800
1986-12-01,10.9800,10.9800,10.9800,10.9800
1987-01-01,10.2700,10.2700,10.2700,10.2700
1987-02-01,9.9700,9.9700,9.9700,9.9700
1987-03-01,9.1100,9.1100,9.1100,9.1100
1987-04-01,9.1400,9.1400,9.1400,9.1400
1987-05-01,8.8000,8.8000,8.8000,8.8000
1987-06-01,8.9300,8.9300,8.9300,8.9300
1987-07-01,9.2900,9.2900,9.2900,9.2900
1987-08-01,10.1300,10.1300,10.1300,10.1300
1987-09-01,10.2100,10.2100,10.2100,10.2100
1987-10-01,10.1400,10.1400,10.1400,10.1400
1987-11-01,9.2300,9.2300,9.2300,9.2300
1987-12-01,9.6300,9.6300,9.6300,9.6300
1988-01-01,9.7100,9.7100,9.7100,9.7100
1988-02-01,9.5200,9.5200,9.5200,9.5200
1988-03-01,9.2200,9.2200,9.2200,9.2200
1988-04-01,9.2000,9.2000,9.2000,9.2000
1988-05-01,9.4100,9.4100,9.4100,9.4100
1988-06-01,9.5100,9.5100,9.5100,9.5100
1988-07-01,9.8400,9.8400,9.8400,9.8400
1988-08-01,9.9100,9.9100,9.9100,9.9100
1988-09-01,10.1000,10.1000,10.1000,10.1000
1988-10-01,9.6900,9.6900,9.6900,9.6900
1988-11-01,9.8600,9.8600,9.8600,9.8600
1988-12-01,10.1400,10.1400,10.1400,10.1400
1989-01-01,9.9600,9.9600,9.9600,9.9600
1989-02-01,9.7200,9.7200,9.7200,9.7200
1989-03-01,9.8800,9.8800,9.8800,9.8800
1989-04-01,10.1800,10.1800,10.1800,10.1800
1989-05-01,10.1700,10.1700,10.1700,10.1700
1989-06-01,10.5500,10.5500,10.5500,10.5500
1989-07-01,10.1500,10.1500,10.1500,10.1500
1989-08-01,9.9100,9.9100,9.9100,9.9100
1989-09-01,10.2100,10.2100,10.2100,10.2100
1989-10-01,10.4500,10.4500,10.4500,10.4500
1989-11-01,10.5500,10.5500,10.5500,10.5500
1989-12-01,10.5600,10.5600,10.5600,10.5600
1990-01-01,10.8900,10.8900,10.8900,10.8900
1990-02-01,11.3300,11.3300,11.3300,11.3300
1990-03-01,12.4200,12.4200,12.4200,12.4200
1990-04-01,12.7400,12.7400,12.7400,12.7400
1990-05-01,12.4100,12.4100,12.4100,12.4100
1990-06-01,11.8000,11.8000,11.8000,11.8000
1990-07-01,11.8400,11.8400,11.8400,11.8400
1990-08-01,12.1500,12.1500,12.1500,12.1500
1990-09-01,12.1000,12.1000,12.1000,12.1000
1990-10-01,11.7400,11.7400,11.7400,11.7400
1990-11-01,11.3700,11.3700,11.3700,11.3700
1990-12-01,10.8400,10.8400,10.8400,10.8400
1991-01-01,10.5900,10.5900,10.5900,10.5900
1991-02-01,10.1300,10.1300,10.1300,10.1300
1991-03-01,10.2900,10.2900,10.2900,10.2900
1991-04-01,10.1900,10.1900,10.1900,10.1900
1991-05-01,10.3800,10.3800,10.3800,10.3800
1991-06-01,10.5800,10.5800,10.5800,10.5800
1991-07-01,10.2800,10.2800,10.2800,10.2800
1991-08-01,10.0300,10.0300,10.0300,10.0300
1991-09-01,9.6400,9.6400,9.6400,9.6400
1991-10-01,9.7200,9.7200,9.7200,9.7200
1991-11-01,9.7700,9.7700,9.7700,9.7700
1991-12-01,9.6600,9.6600,9.6600,9.6600
1992-01-01,9.4600,9.4600,9.4600,9.4600
1992-02-01,9.3000,9.3000,9.3000,9.3000
1992-03-01,9.6800,9.6800,9.6800,9.6800
1992-04-01,9.4300,9.4300,9.4300,9.4300
1992-05-01,9.0200,9.0200,9.0200,9.0200
1992-06-01,9.1200,9.1200,9.1200,9.1200
1992-07-01,9.0500,9.0500,9.0500,9.0500
1992-08-01,9.3500,9.3500,9.3500,9.3500
1992-09-01,9.1900,9.1900,9.1900,9.1900
1992-10-01,8.6500,8.6500,8.6500,8.6500
1992-11-01,8.1900,8.1900,8.1900,8.1900
1992-12-01,8.3200,8.3200,8.3200,8.3200
1993-01-01,8.2900,8.2900,8.2900,8.2900
1993-02-01,7.9500,7.9500,7.9500,7.9500
1993-03-01,7.7200,7.7200,7.7200,7.7200
1993-04-01,7.8900,7.8900,7.8900,7.8900
1993-05-01,8.1500,8.1500,8.1500,8.1500
1993-06-01,7.9600,7.9600,7.9600,7.9600
1993-07-01,7.6200,7.6200,7.6200,7.6200
1993-08-01,7.0700,7.0700,7.0700,7.0700
1993-09-01,6.9600,6.9600,6.9600,6.9600
1993-10-01,6.8700,6.8700,6.8700,6.8700
1993-11-01,6.8500,6.8500,6.8500,6.8500
1993-12-01,6.4253,6.4253,6.4253,6.4253
1994-01-01,6.3794,6.3794,6.3794,6.3794
1994-02-01,6.7572,6.7572,6.7572,6.7572
1994-03-01,7.4170,7.4170,7.4170,7.4170
1994-04-01,7.8401,7.8401,7.8401,7.8401
1994-05-01,8.2825,8.2825,8.2825,8.2825
1994-06-01,8.7105,8.7105,8.7105,8.7105
1994-07-01,8.5330,8.5330,8.5330,8.5330
1994-08-01,8.6524,8.6524,8.6524,8.6524
1994-09-01,8.8959,8.8959,8.8959,8.8959
1994-10-01,8.7797,8.7797,8.7797,8.7797
1994-11-01,8.6361,8.6361,8.6361,8.6361
1994-12-01,8.5814,8.5814,8.5814,8.5814
1995-01-01,8.7349,8.7349,8.7349,8.7349
1995-02-01,8.6557,8.6557,8.6557,8.6557
1995-03-01,8.5938,8.5938,8.5938,8.5938
1995-04-01,8.4378,8.4378,8.4378,8.4378
1995-05-01,8.1802,8.1802,8.1802,8.1802
1995-06-01,8.1097,8.1097,8.1097,8.1097
1995-07-01,8.2613,8.2613,8.2613,8.2613
1995-08-01,8.1169,8.1169,8.1169,8.1169
1995-09-01,7.9486,7.9486,7.9486,7.9486
1995-10-01,8.0967,8.0967,8.0967,8.0967
1995-11-01,7.7752,7.7752,7.7752,7.7752
1995-12-01,7.4926,7.4926,7.4926,7.4926
1996-01-01,7.4408,7.4408,7.4408,7.4408
1996-02-01,7.7618,7.7618,7.7618,7.7618
1996-03-01,8.0570,8.0570,8.0570,8.0570
1996-04-01,8.0602,8.0602,8.0602,8.0602
1996-05-01,8.0871,8.0871,8.0871,8.0871
1996-06-01,8.0540,8.0540,8.0540,8.0540
1996-07-01,7.9162,7.9162,7.9162,7.9162
1996-08-01,7.8219,7.8219,7.8219,7.8219
1996-09-01,7.8151,7.8151,7.8151,7.8151
1996-10-01,7.5413,7.5413,7.5413,7.5413
1996-11-01,7.5952,7.5952,7.5952,7.5952
1996-12-01,7.5716,7.5716,7.5716,7.5716
1997-01-01,7.5552,7.5552,7.5552,7.5552
1997-02-01,7.1962,7.1962,7.1962,7.1962
1997-03-01,7.4544,7.4544,7.4544,7.4544
1997-04-01,7.6380,7.6380,7.6380,7.6380
1997-05-01,7.1681,7.1681,7.1681,7.1681
1997-06-01,7.1418,7.1418,7.1418,7.1418
1997-07-01,7.0577,7.0577,7.0577,7.0577
1997-08-01,7.0893,7.0893,7.0893,7.0893
1997-09-01,6.8216,6.8216,6.8216,6.8216
1997-10-01,6.5109,6.5109,6.5109,6.5109
1997-11-01,6.6240,6.6240,6.6240,6.6240
1997-12-01,6.3739,6.3739,6.3739,6.3739
1998-01-01,6.0978,6.0978,6.0978,6.0978
1998-02-01,6.0461,6.0461,6.0461,6.0461
1998-03-01,5.9920,5.9920,5.9920,5.9920
1998-04-01,5.8249,5.8249,5.8249,5.8249
1998-05-01,5.8648,5.8648,5.8648,5.8648
1998-06-01,5.7743,5.7743,5.7743,5.7743
1998-07-01,5.8319,5.8319,5.8319,5.8319
1998-08-01,5.5706,5.5706,5.5706,5.5706
1998-09-01,5.1510,5.1510,5.1510,5.1510
1998-10-01,5.0114,5.0114,5.0114,5.0114
1998-11-01,4.9292,4.9292,4.9292,4.9292
1998-12-01,4.5175,4.5175,4.5175,4.5175
1999-01-01,4.2868,4.2868,4.2868,4.2868
1999-02-01,4.4319,4.4319,4.4319,4.4319
1999-03-01,4.6554,4.6554,4.6554,4.6554
1999-04-01,4.5920,4.5920,4.5920,4.5920
1999-05-01,4.9068,4.9068,4.9068,4.9068
1999-06-01,5.1716,5.1716,5.1716,5.1716
1999-07-01,5.3721,5.3721,5.3721,5.3721
1999-08-01,5.4312,5.4312,5.4312,5.4312
1999-09-01,5.6909,5.6909,5.6909,5.6909
1999-10-01,5.8801,5.8801,5.8801,5.8801
1999-11-01,5.3145,5.3145,5.3145,5.3145
1999-12-01,5.3890,5.3890,5.3890,5.3890
2000-01-01,5.8227,5.8227,5.8227,5.8227
2000-02-01,5.6347,5.6347,5.6347,5.6347
2000-03-01,5.3707,5.3707,5.3707,5.3707
2000-04-01,5.3213,5.3213,5.3213,5.3213
2000-05-01,5.4033,5.4033,5.4033,5.4033
2000-06-01,5.2097,5.2097,5.2097,5.2097
2000-07-01,5.2388,5.2388,5.2388,5.2388
2000-08-01,5.3312,5.3312,5.3312,5.3312
2000-09-01,5.3873,5.3873,5.3873,5.3873
2000-10-01,5.2179,5.2179,5.2179,5.2179
2000-11-01,5.0983,5.0983,5.0983,5.0983
2000-12-01,4.9118,4.9118,4.9118,4.9118
2001-01-01,4.8471,4.8471,4.8471,4.8471
2001-02-01,4.8248,4.8248,4.8248,4.8248
2001-03-01,4.7030,4.7030,4.7030,4.7030
2001-04-01,4.9468,4.9468,4.9468,4.9468
2001-05-01,5.1153,5.1153,5.1153,5.1153
2001-06-01,5.1951,5.1951,5.1951,5.1951
2001-07-01,5.2037,5.2037,5.2037,5.2037
2001-08-01,4.9854,4.9854,4.9854,4.9854
2001-09-01,4.9876,4.9876,4.9876,4.9876
2001-10-01,4.8253,4.8253,4.8253,4.8253
2001-11-01,4.6271,4.6271,4.6271,4.6271
2001-12-01,4.8928,4.8928,4.8928,4.8928
2002-01-01,4.9171,4.9171,4.9171,4.9171
2002-02-01,4.9251,4.9251,4.9251,4.9251
2002-03-01,5.2202,5.2202,5.2202,5.2202
2002-04-01,5.2331,5.2331,5.2331,5.2331
2002-05-01,5.2689,5.2689,5.2689,5.2689
2002-06-01,5.0990,5.0990,5.0990,5.0990
2002-07-01,5.0027,5.0027,5.0027,5.0027
2002-08-01,4.7460,4.7460,4.7460,4.7460
2002-09-01,4.5006,4.5006,4.5006,4.5006
2002-10-01,4.6160,4.6160,4.6160,4.6160
2002-11-01,4.6378,4.6378,4.6378,4.6378
2002-12-01,4.5644,4.5644,4.5644,4.5644
2003-01-01,4.3899,4.3899,4.3899,4.3899
